Date,Open,High,Low,Close,Volume,Adj Close
2015-05-26,33.150001525878906,33.227500915527344,32.279998779296875,32.404998779296875,282790400,29.030580520629883
2015-05-27,32.584999084472656,33.064998626708984,32.51250076293945,33.0099983215332,183332800,29.57257652282715
2015-05-28,32.96500015258789,32.98749923706055,32.775001525878906,32.94499969482422,122933200,29.514354705810547
2015-05-29,32.807498931884766,32.86249923706055,32.474998474121094,32.56999969482422,203538000,29.178394317626953
2015-06-01,32.56999969482422,32.84749984741211,32.51250076293945,32.6349983215332,128451200,29.23663330078125
2015-06-02,32.46500015258789,32.665000915527344,32.33000183105469,32.4900016784668,134670400,29.106733322143555
2015-06-03,32.665000915527344,32.73500061035156,32.474998474121094,32.529998779296875,123934000,29.142559051513672
2015-06-04,32.39500045776367,32.64500045776367,32.227500915527344,32.34000015258789,153800400,28.97234535217285
2015-06-05,32.375,32.42250061035156,32.09000015258789,32.162498474121094,142507200,28.813329696655273
2015-06-08,32.224998474121094,32.3025016784668,31.707500457763672,31.950000762939453,210699200,28.622962951660156
2015-06-09,31.674999237060547,32.02000045776367,31.405000686645508,31.854999542236328,224301600,28.5378475189209
2015-06-10,31.979999542236328,32.334999084472656,31.962499618530273,32.220001220703125,156349200,28.86484718322754
2015-06-11,32.29499816894531,32.54499816894531,32.119998931884766,32.147499084472656,141563600,28.79989242553711
2015-06-12,32.04750061035156,32.08250045776367,31.77750015258789,31.792499542236328,147544800,28.481863021850586
2015-06-15,31.524999618530273,31.809999465942383,31.427499771118164,31.729999542236328,175955600,28.425870895385742
2015-06-16,31.75749969482422,31.962499618530273,31.592500686645508,31.899999618530273,125976400,28.57816505432129
2015-06-17,31.93000030517578,31.969999313354492,31.684999465942383,31.825000762939453,131672400,28.5109806060791
2015-06-18,31.8075008392334,32.07749938964844,31.80500030517578,31.969999313354492,141628800,28.64087677001953
2015-06-19,31.927499771118164,31.954999923706055,31.600000381469727,31.649999618530273,218867600,28.354198455810547
2015-06-22,31.872499465942383,32.01499938964844,31.770000457763672,31.90250015258789,136157200,28.580406188964844
2015-06-23,31.8700008392334,31.90250015258789,31.719999313354492,31.75749969482422,121075600,28.450510025024414
2015-06-24,31.802499771118164,32.45000076293945,31.780000686645508,32.02750015258789,221123600,28.6923885345459
2015-06-25,32.21500015258789,32.29999923706055,31.875,31.875,127752400,28.555776596069336
2015-06-26,31.917499542236328,31.997499465942383,31.627500534057617,31.6875,176267200,28.387798309326172
2015-06-29,31.364999771118164,31.61750030517578,31.1200008392334,31.13249969482422,196645600,27.89058494567871
2015-06-30,31.392499923706055,31.530000686645508,31.21500015258789,31.357500076293945,177482800,28.092153549194336
2015-07-01,31.725000381469727,31.735000610351562,31.497499465942383,31.649999618530273,120955200,28.354198455810547
2015-07-02,31.607500076293945,31.672500610351562,31.4424991607666,31.610000610351562,108844000,28.31837272644043
2015-07-06,31.235000610351562,31.5575008392334,31.212499618530273,31.5,112241600,28.219820022583008
2015-07-07,31.47249984741211,31.537500381469727,30.9424991607666,31.422500610351562,187787200,28.150390625
2015-07-08,31.1200008392334,31.15999984741211,30.635000228881836,30.642499923706055,243046400,27.451618194580078
2015-07-09,30.962499618530273,31.014999389648438,29.80500030517578,30.017499923706055,314380000,26.891698837280273
2015-07-10,30.485000610351562,30.962499618530273,30.302499771118164,30.81999969482422,245418000,27.610628128051758
2015-07-13,31.25749969482422,31.440000534057617,31.079999923706055,31.415000915527344,165762000,28.1436710357666
2015-07-14,31.510000228881836,31.592500686645508,31.260000228881836,31.40250015258789,127072400,28.132474899291992
2015-07-15,31.43000030517578,31.787500381469727,31.395000457763672,31.704999923706055,134596800,28.403472900390625
2015-07-16,31.934999465942383,32.14250183105469,31.837499618530273,32.127498626708984,144889600,28.781978607177734
2015-07-17,32.27000045776367,32.404998779296875,32.07749938964844,32.404998779296875,184658800,29.030580520629883
2015-07-20,32.74250030517578,33.24250030517578,32.67499923706055,33.01750183105469,235600800,29.579301834106445
2015-07-21,33.212501525878906,33.22999954223633,32.58000183105469,32.6875,307025600,29.28366470336914
2015-07-22,30.497499465942383,31.375,30.497499465942383,31.30500030517578,461802400,28.04513168334961
2015-07-23,31.549999237060547,31.772499084472656,31.264999389648438,31.290000915527344,203998000,28.03169059753418
2015-07-24,31.329999923706055,31.434999465942383,30.975000381469727,31.125,168649200,27.883872985839844
2015-07-27,30.772499084472656,30.90250015258789,30.530000686645508,30.6924991607666,177822000,27.49640464782715
2015-07-28,30.844999313354492,30.977500915527344,30.637500762939453,30.844999313354492,134472400,27.63302993774414
2015-07-29,30.787500381469727,30.875,30.5674991607666,30.747499465942383,148046800,27.545679092407227
2015-07-30,30.579999923706055,30.642499923706055,30.427499771118164,30.592500686645508,134513200,27.406814575195312
2015-07-31,30.649999618530273,30.65999984741211,30.227500915527344,30.325000762939453,171540000,27.167179107666016
2015-08-03,30.375,30.642499923706055,29.3799991607666,29.610000610351562,279904000,26.52663803100586
2015-08-04,29.354999542236328,29.424999237060547,28.3125,28.65999984741211,496554400,25.67555046081543
2015-08-05,28.237499237060547,29.360000610351562,28.024999618530273,28.850000381469727,397250400,25.84577178955078
2015-08-06,28.99250030517578,29.125,28.530000686645508,28.782499313354492,211612000,25.902013778686523
2015-08-07,28.645000457763672,29.0625,28.625,28.8799991607666,154681600,25.98975944519043
2015-08-10,29.13249969482422,29.997499465942383,29.13249969482422,29.93000030517578,219806400,26.9346866607666
2015-08-11,29.452499389648438,29.545000076293945,28.332500457763672,28.372499465942383,388331200,25.533048629760742
2015-08-12,28.13249969482422,28.854999542236328,27.407499313354492,28.809999465942383,404870000,25.926767349243164
2015-08-13,29.010000228881836,29.100000381469727,28.635000228881836,28.787500381469727,194143200,25.90651512145996
2015-08-14,28.579999923706055,29.077499389648438,28.502500534057617,28.989999771118164,171718000,26.0887508392334
2015-08-17,29.010000228881836,29.412500381469727,28.875,29.290000915527344,163538800,26.358732223510742
2015-08-18,29.107500076293945,29.360000610351562,29.002500534057617,29.125,138242800,26.210235595703125
2015-08-19,29.024999618530273,29.1299991607666,28.670000076293945,28.752500534057617,193146000,25.87502098083496
2015-08-20,28.520000457763672,28.587499618530273,27.907499313354492,28.162500381469727,274006400,25.344072341918945
2015-08-21,27.607500076293945,27.975000381469727,26.412500381469727,26.440000534057617,513102000,23.793949127197266
2015-08-24,23.717500686645508,27.200000762939453,23.0,25.780000686645508,648825200,23.20000457763672
2015-08-25,27.77750015258789,27.77750015258789,25.875,25.934999465942383,414406400,23.339488983154297
2015-08-26,26.772499084472656,27.47249984741211,26.262500762939453,27.422500610351562,387098400,24.678123474121094
2015-08-27,28.0575008392334,28.309999465942383,27.5049991607666,28.229999542236328,338464400,25.404809951782227
2015-08-28,28.042499542236328,28.327499389648438,27.885000228881836,28.322500228881836,212657600,25.48805046081543
2015-08-31,28.00749969482422,28.63249969482422,28.0,28.190000534057617,224917200,25.368812561035156
2015-09-01,27.537500381469727,27.969999313354492,26.84000015258789,26.93000030517578,307383600,24.234909057617188
2015-09-02,27.5575008392334,28.084999084472656,27.282499313354492,28.084999084472656,247555200,25.27432632446289
2015-09-03,28.122499465942383,28.19499969482422,27.510000228881836,27.592500686645508,212935600,24.831113815307617
2015-09-04,27.24250030517578,27.612499237060547,27.127500534057617,27.3174991607666,199985200,24.583629608154297
2015-09-08,27.9375,28.139999389648438,27.579999923706055,28.077499389648438,219374400,25.26757049560547
2015-09-09,28.440000534057617,28.5049991607666,27.4424991607666,27.537500381469727,340043200,24.7816104888916
2015-09-10,27.5674991607666,28.31999969482422,27.475000381469727,28.142499923706055,251571200,25.326061248779297
2015-09-11,27.947500228881836,28.552499771118164,27.940000534057617,28.552499771118164,199662000,25.695030212402344
2015-09-14,29.145000457763672,29.22249984741211,28.71500015258789,28.827499389648438,233453600,25.942516326904297
2015-09-15,28.982500076293945,29.13249969482422,28.604999542236328,29.06999969482422,173364800,26.16073989868164
2015-09-16,29.0625,29.135000228881836,28.860000610351562,29.102500915527344,148694000,26.189990997314453
2015-09-17,28.915000915527344,29.122499465942383,28.43000030517578,28.479999542236328,256450400,25.629789352416992
2015-09-18,28.052499771118164,28.575000762939453,27.967500686645508,28.362499237060547,297141200,25.524045944213867
2015-09-21,28.417499542236328,28.842500686645508,28.415000915527344,28.802499771118164,200888000,25.920011520385742
2015-09-22,28.344999313354492,28.545000076293945,28.1299991607666,28.350000381469727,201384800,25.512802124023438
2015-09-23,28.407499313354492,28.68000030517578,28.325000762939453,28.579999923706055,143026800,25.71978187561035
2015-09-24,28.3125,28.875,28.092500686645508,28.75,200878000,25.872766494750977
2015-09-25,29.110000610351562,29.172500610351562,28.5049991607666,28.677499771118164,224607600,25.807525634765625
2015-09-28,28.462499618530273,28.642499923706055,28.110000610351562,28.110000610351562,208436000,25.29681396484375
